datetime,Close,High,Low,Open,Volume
2021-03-01,148.79200744628906,149.281005859375,148.3470001220703,148.79600524902344,0
2021-03-02,148.81300354003906,149.031005859375,148.08999633789062,148.8070068359375,0
2021-03-03,148.93699645996094,149.6529998779297,148.88299560546875,148.94700622558594,0
2021-03-04,149.0800018310547,150.66900634765625,149.04800415039062,149.04800415039062,0
2021-03-05,149.9739990234375,150.35699462890625,149.3730010986328,149.9709930419922,0
2021-03-08,150.18299865722656,150.5659942626953,149.68699645996094,150.0919952392578,0
2021-03-09,150.57200622558594,151.26199340820312,150.49000549316406,150.56700134277344,0
2021-03-10,150.7899932861328,151.16600036621094,150.67100524902344,150.75599670410156,0
2021-03-11,151.04800415039062,151.66900634765625,150.9608154296875,151.03900146484375,0
2021-03-12,151.8520050048828,152.22000122070312,151.2480010986328,151.83900451660156,0
2021-03-15,151.97808837890625,152.0850067138672,151.20899963378906,151.98800659179688,0
2021-03-16,151.66229248046875,151.73300170898438,150.8040008544922,151.66099548339844,0
2021-03-17,151.54400634765625,151.98699951171875,151.42999267578125,151.55499267578125,0
2021-03-18,152.1580047607422,152.5290069580078,151.67599487304688,152.16299438476562,0
2021-03-19,151.66900634765625,151.7729949951172,150.58999633789062,151.64700317382812,0
2021-03-22,150.5780029296875,150.88699340820312,150.33599853515625,150.6269989013672,0
2021-03-23,150.77200317382812,150.76300048828125,149.12100219726562,150.7449951171875,0
2021-03-24,148.98500061035156,149.4340057373047,148.53900146484375,149.0540008544922,0
2021-03-25,148.9040069580078,149.88600158691406,148.90499877929688,148.9149932861328,0
2021-03-26,150.08999633789062,151.5260009765625,150.03599548339844,150.0850067138672,0
2021-03-29,151.3979949951172,151.79420471191406,150.57000732421875,151.3300018310547,0
2021-03-30,151.28746032714844,151.927001953125,151.14999389648438,151.2689971923828,0
2021-03-31,151.58399963378906,152.7689971923828,151.5570068359375,151.59800720214844,0
2021-04-01,152.65199279785156,153.06500244140625,152.31500244140625,152.67100524902344,0
2021-04-02,153.00399780273438,153.19400024414062,152.69000244140625,152.99981689453125,0
2021-04-05,153.05599975585938,153.35499572753906,152.86000061035156,153.03500366210938,0
2021-04-06,153.29299926757812,153.38999938964844,151.89500427246094,153.27999877929688,0
2021-04-07,151.81500244140625,152.04400634765625,150.79299926757812,151.7969970703125,0
2021-04-08,150.9219970703125,151.07400512695312,149.88699340820312,150.96400451660156,0
